,uniqueID,date,construct,cell,protocol,sweep,velocity,kcant,dkcant,osm,Rs,Rscomp,Cm,seal,vhold,vstep,peaki,tpeaki,peakf,tpeakf,peakw,tpeakw,wpeakf,leak,offset,stdev,delay,thresh,threshind,fthresh,wthresh,slope,inv_slope,g,i,workres
26,20190904-2-scan-80,20190904,mp2,2,scan-80,8,40,0.83,0.05,325,6.7,55,29.35,1.552841955,-80.01187435,-80.01000354,844.5763245,651.84,466.8947976,650.445,554.7092639,745.405,492.3459133,-51.52609002,1.0120758,4.050491627,1.395,21.26453393,3867,118.2632286,108.0711085,2.776,0.360230548,2.40E-11,-1.920240085,0.691729137
27,20190904-3-scan-80,20190904,mp2,3,scan-80,3,40,0.83,0.05,333,6.6,60,36.91,1.377599529,-80.0098145,-80.00850243,378.0348525,649.32,531.6811698,649.965,626.9758804,749.925,551.3954191,-58.07915351,-0.648932283,5.792783299,-0.645,29.61284878,3986,168.0821409,153.2281033,0.974,1.026694045,2.40E-11,-1.920204058,1.971462072
28,20190904-4-scan-80,20190904,mp2,4,scan-80,5,40,0.83,0.05,320,8.4,50,30.57,1.535989742,-80.01365955,-80.01166441,319.9605364,652.96,456.9715954,650.205,640.0807945,745.965,561.0215254,-52.09257414,-0.636661995,4.368581055,2.755,22.47956727,4315,250.4914891,267.3789401,0.901,1.109877913,2.40E-11,-1.920279946,2.131276299
29,20190904-5-scan-80,20190904,mp2,5,scan-80,7,40,0.83,0.05,319,9.3,50,24.91,2.038501941,-80.01076318,-80.00757583,535.7357186,650.04,425.126728,650.165,427.3584188,703.565,384.7126713,-39.24978512,-4.994353166,5.158999871,-0.125,30.78935252,4295,163.2440691,162.5381983,3.443,0.29044438,2.40E-11,-1.92018182,0.557706018
30,20190813-2-scan-80,20190813,mscl,2,scan-80,7,40,8.09,0.5,0,8,30,68.12,0.743990454,-80.02810356,-80.02679248,271.7369147,650.6,1023.854408,650.245,1425.436617,739.325,1386.194043,-107.5660355,-7.366668267,8.238447005,0.355,48.55890329,4905,918.9605948,1254.834657,1.68,0.595238095,0.000000002,-160.053585,95.26999105
31,20190911-1-scan-80,20190911,mscl,1,scan-80,6,40,8.2,0.5,325,6.9,50,21.48,0.635784746,-80.00380965,-80.0029403,1248.005633,650.28,1732.544825,650.165,2078.600435,746.525,1940.060475,-125.8347423,-7.053394068,12.79926922,0.115,71.04974018,4450,987.2723574,876.2122293,3.795,0.263504611,0.000000002,-160.0058806,42.16228738
32,20191009-1-scan-80,20191009,mscl,1,scan-80,6,40,6.16,0.5,304,4.7,55,27.14,1.414754718,-80.00608163,-80.00424401,26.69669838,468.96,476.0555992,649.965,640.5392203,741.965,628.6421323,-56.55120325,-1.171711984,5.112033895,-181.005,26.73188146,0,,,-0.013,-76.92307692,0.000000002,-160.008488,12308.34523
33,20191010-1-scan-80,20191010,mscl,1,scan-80,7,40,4.24,0.5,328,11.3,40,25.25,1.105077008,-80.00877819,-80.0070613,59.97058078,726.12,490.8218454,650.085,634.1456008,743.045,615.8536729,-72.40108842,-1.184786018,4.616787636,76.035,24.2687242,6862,299.4005841,633.783556,-0.01,-100,0.000000002,-160.0141226,16001.41226
34,20191107-3-scan-80,20191107,mscl,3,scan-80,2,40,5.92,0.5,324,7.4,40,31,0.648577073,-80.00423409,-80.00228836,973.8688406,651.2,948.0006823,650.525,865.592128,706.245,817.6577172,-123.3534724,-2.703951132,12.56362508,0.675,65.52207651,4855,700.2649525,662.5621014,28.133,0.035545445,0.000000002,-160.0045767,5.687433858
35,20191111-2-scan-80,20191111,mscl,2,scan-80,7,40,4.33,0.5,326,5.2,50,21.43,0.534407518,-79.99560754,-79.99287234,26.18029471,529.36,821.8912295,650.165,494.1694785,729.085,446.2035603,-149.6902734,-4.602299552,6.202809912,-120.805,35.61634911,0,,,0.022,45.45454545,0.000000002,-159.9857447,7272.079304
36,20191119-2-scan-80,20191119,mscl,2,scan-80,11,40,5.79,0.34,324,5.297,45,26.46,0.11155024,-80.00191207,-80.00047512,428.913319,649.72,447.5509941,649.965,494.1260676,724.805,483.5239021,-717.182788,4.753907668,39.90689852,-0.245,204.2884003,4973,428.9376429,467.2897881,17.493,0.057165723,0.000000002,-160.0009502,9.14657007
37,20191119-3-scan-80,20191119,mscl,3,scan-80,7,40,5.79,0.34,323,13.5,40,19.57,0.164396107,-80.00301061,-80.00128186,680.1352741,650.72,451.5550586,650.205,502.4599048,745.405,491.5570919,-486.6478409,13.48306221,15.15427995,0.515,89.25446196,4738,270.7162561,354.8579837,4.012,0.249252243,0.000000002,-160.0025637,39.88099794
38,20191119-7-scan-80,20191119,mscl,7,scan-80,12,40,7.01,0.41,329,5.549,55,31.53,2.395839036,-80.00736752,-80.00609723,25.10422547,568.84,802.5892088,649.965,757.378548,786.325,708.2390127,-33.3943,-0.540995486,4.558627108,-81.125,23.33413103,2970,46.53289207,56.18597596,0.001,1000,0.000000002,-160.0121945,160012.1945
39,20191119-8-scan-80,20191119,mscl,8,scan-80,13,40,7.01,0.41,329,10.27,40,28.08,0.893237924,-80.00693056,-80.00401923,111.1128799,650.76,1184.438821,650.245,760.7841563,699.965,699.4926356,-89.56956302,-6.621257317,7.423694199,0.515,43.73972831,4916,955.872773,592.463628,0.525,1.904761905,0.000000002,-160.0080385,304.7772161
40,20191120-7-scan-80,20191120,mscl,7,scan-80,13,40,4.48,0.26,328,11.68,30,23.63,0.769753742,-80.0057821,-80.00432895,339.9269531,651.48,515.9781463,649.805,363.1857224,748.965,332.2040997,-103.9368537,9.41635497,10.03821136,1.675,59.60741178,4877,390.0820135,258.5517097,2.849,0.351000351,0.000000002,-160.0086579,56.16309509
41,20191204-2-scan-80,20191204,mscl,2,scan-80,12,40,8.42,0.5,332,5.629,50,24.2,1.919919147,-80.01023894,-80.00907191,1276.980543,650.76,611.7847628,649.805,494.4416589,746.885,476.063332,-41.67375438,0.102060748,7.062094445,0.955,35.41253297,4770,390.4373439,310.3543728,17.493,0.057165723,0.000000002,-160.0181438,9.147552954
42,20191204-5-scan-80,20191204,mscl,5,scan-80,11,40,8.42,0.5,347,5.595,50,21.98,1.185326117,-80.00930266,-80.00855741,33.81317194,886.84,752.675266,650.245,529.772597,792.645,498.6700502,-67.49982263,6.555615677,5.994586063,236.595,36.52854599,0,,,0.026,38.46153846,0.000000002,-160.0171148,6154.504416
43,20200122-1-scan-80,20200122,mscl,1,scan-80,11,40,9.52,0.57,336,6.331,50,25.55,0.454772887,-79.9832106,-79.98113082,1872.073413,646.04,1097.064945,650.325,1064.151722,738.045,1012.344537,-175.8750641,4.429596251,13.88167859,-4.285,73.8379892,4621,596.4175721,546.2785442,19.158,0.052197515,0.000000002,-159.9622616,8.349632615
44,20200122-3-scan-80,20200122,mscl,3,scan-80,6,40,9.52,0.57,325,6.674,40,46.37,0.31696338,-80.00529526,-80.00312257,877.0597223,698.48,781.8869164,649.965,1061.137517,797.125,954.0330892,-252.4117937,20.7636075,13.65295485,,89.02838176,4743,545.919711,700.4730641,2.549,0.39231071,0.000000002,-160.0062451,62.77216365
45,20190917-1-scan-80,20190917,mtraak,1,scan-80,5,40,0.82,0.05,332,8.8,20,33.44,0,-0.170166549,-0.169366771,325.3796445,651,293.7447249,650.485,254.5789126,747.285,225.2906743,192.2323088,-1.906121936,4.252110894,0.515,23.16667641,4391,97.04570169,92.82667026,2.79,0.358422939,6.50E-11,-2.58899116,0.927953821
46,20190918-1-scan-80,20190918,mtraak,1,scan-80,7,40,0.86,0.05,0,6.8,40,19.78,0,-0.171265204,-0.170740528,2005.249228,651,663.4532094,650.285,791.7963918,747.885,647.3074165,50.32403858,-1.771605643,4.89757288,0.715,26.25947004,3807,180.1841631,139.492061,7.388,0.135354629,6.50E-11,-2.588901866,0.350419852
47,20190918-2-scan-80,20190918,mtraak,2,scan-80,9,40,0.86,0.05,318,3.2,40,23.84,0,-0.171964347,-0.171057741,577.6878333,651.16,395.6374412,649.805,534.8535858,744.645,466.2851827,302.6024518,-8.403233915,9.837494433,1.355,57.59070608,3663,91.29408232,75.18686258,1.177,0.849617672,6.50E-11,-2.588881247,2.199559258
48,20190918-3-scan-80,20190918,mtraak,3,scan-80,11,40,0.75,0.04,321,6.7,55,19.85,0,-0.170154065,-0.169206916,761.3216792,645.36,132.8968701,645.005,213.2204831,748.405,182.1294744,12.22132821,-4.083793577,4.017872999,0.355,24.17315857,4331,74.9404957,101.0938374,9.573,0.104460462,6.50E-11,-2.58900155,0.270448297
49,20191001-1-scan-80,20191001,mtraak,1,scan-80,6,40,1.03,0.06,316,4.08,0,30.07,0,-0.178855905,-0.177192191,654.8961006,650.36,316.8146652,650.405,473.8033011,745.805,443.9853977,354.7659204,-6.523900841,12.04053321,-0.045,66.72656691,3642,76.45197705,83.62343666,1.613,0.619962802,6.50E-11,-2.588482508,1.604762869
50,20191001-2-scan-80,20191001,mtraak,2,scan-80,6,40,1.03,0.06,318,4.9,0,27.8,0,-0.180741095,-0.177816626,121.9240174,650.96,374.1810121,649.805,491.9519929,742.125,444.8974658,279.5033739,-25.50198408,7.014113631,1.155,60.57255223,4720,298.1272616,324.5881783,0.396,2.525252525,6.50E-11,-2.588441919,6.536469493
51,20191002-2-scan-80,20191002,mtraak,2,scan-80,3,40,1.15,0.07,322,4.7,50,35.03,0,-0.184910987,-0.183648849,676.9903426,650.64,416.6314162,649.805,476.7890913,749.805,411.2276082,429.8567154,-27.71407694,12.79950076,0.835,91.71158072,4361,182.1410715,174.0254468,2.421,0.413052458,6.50E-11,-2.588062825,1.06900571
52,20191003-1-scan-80,20191003,mtraak,1,scan-80,4,40,1.09,0.07,314,3.5,55,25.92,0,-0.178094338,-0.176790055,191.625006,650.64,475.3378543,649.805,704.2943833,746.005,616.671457,200.1151066,-5.6249062,10.50575276,0.835,58.15367001,4626,356.6243204,419.2839771,0.377,2.652519894,6.50E-11,-2.588508646,6.86607068
53,20191003-2-scan-80,20191003,mtraak,2,scan-80,3,40,1.09,0.07,319,7.1,50,25.6,0,-0.174686013,-0.174267337,210.2956353,651.36,253.7118945,649.805,338.8321248,745.805,312.1061419,349.1902668,-30.17178123,8.458790468,1.555,72.46573357,4660,188.6574746,209.0465982,0.977,1.023541453,6.50E-11,-2.588672623,2.649613739
